2023-04-25 01:02:42, 55.00
2023-04-25 01:02:43, 57.00
2023-04-25 01:02:44, 59.00
2023-04-25 01:02:45, 62.00
2023-04-25 01:02:46, 65.00
2023-04-25 01:02:47, 72.00
2023-04-25 01:02:48, 80.00
2023-04-25 01:02:49, 70.00
2023-04-25 01:02:50, 65.00
2023-04-25 01:02:51, 55.00
2023-04-25 01:02:52, 50.00
2023-04-25 01:02:53, 45.00
2023-04-25 01:02:54, 40.00
2023-04-25 01:02:55, 35.00
2023-04-25 01:02:56, 30.00
2023-04-25 01:02:57, 25.00
2023-04-25 01:02:58, 20.00
2023-04-25 01:02:59, 30.00
2023-04-25 01:03:00, 45.00
2023-04-25 01:03:01, 57.00
2023-05-16 02:28:18, 20
2023-05-16 02:28:29, 20
2023-05-16 02:28:39, 20
2023-05-16 02:47:32, 62.0
2023-05-16 02:47:42, 62.0
2023-05-16 02:47:53, 63.0
2023-05-16 02:48:03, 63.0
2023-05-16 02:48:14, 63.0
2023-05-16 02:48:25, 63.0
2023-05-16 02:48:36, 63.0
2023-05-16 02:48:46, 63.0
2023-05-16 02:48:57, 63.0
2023-05-16 02:49:08, 63.0
2023-05-16 02:49:19, 63.0
2023-05-16 02:49:29, 63.0
2023-05-16 02:49:40, 63.0
2023-05-16 02:49:50, 63.0
2023-05-16 02:50:01, 63.0
2023-05-16 02:50:12, 63.0
2023-05-16 02:50:23, 63.0
2023-05-16 02:50:33, 63.0
2023-05-16 02:50:44, 63.0
2023-05-16 02:50:55, 63.0
2023-05-16 02:51:05, 63.0
2023-05-16 02:51:16, 63.0
2023-05-16 02:51:27, 63.0
2023-05-16 02:51:37, 63.0
2023-05-16 02:51:48, 63.0
2023-05-16 02:51:59, 63.0
2023-05-16 02:52:09, 63.0
2023-05-16 02:52:20, 63.0
2023-05-16 02:52:31, 63.0
2023-05-16 02:52:41, 63.0
2023-05-16 02:52:52, 63.0
2023-05-16 02:53:03, 63.0
2023-05-16 02:53:14, 63.0
2023-05-16 02:53:25, 63.0
2023-05-16 02:53:35, 63.0
2023-05-16 02:53:46, 63.0
2023-05-16 02:53:57, 63.0
2023-05-16 02:54:07, 63.0
2023-05-16 02:54:18, 63.0
2023-05-16 02:54:29, 63.0
2023-05-16 02:54:40, 63.0
2023-05-16 02:54:50, 63.0
2023-05-16 02:55:01, 63.0
2023-05-16 02:55:12, 63.0
2023-05-16 02:55:23, 64.0
2023-05-16 02:55:34, 64.0
2023-05-16 02:55:45, 64.0
2023-05-16 02:55:56, 64.0
2023-05-16 02:56:06, 64.0
2023-05-16 02:56:17, 64.0
2023-05-16 02:56:28, 64.0
2023-05-16 02:56:39, 64.0
2023-05-16 02:56:49, 64.0
2023-05-16 02:57:00, 64.0
2023-05-16 02:57:11, 64.0
2023-05-16 02:57:21, 64.0
2023-05-16 02:57:32, 64.0
2023-05-16 02:57:43, 64.0
2023-05-16 02:57:54, 64.0
2023-05-16 02:58:05, 64.0
2023-05-16 02:58:16, 64.0
2023-05-16 02:58:27, 64.0
2023-05-16 02:58:39, 64.0
2023-05-16 02:58:50, 64.0
2023-05-16 02:59:01, 64.0
2023-05-16 02:59:11, 64.0
2023-05-16 02:59:22, 64.0
2023-05-16 02:59:35, 64.0
2023-05-16 02:59:46, 64.0
2023-05-16 02:59:57, 64.0
2023-05-16 03:00:07, 64.0
2023-05-16 03:00:18, 64.0
2023-05-16 03:00:29, 64.0
2023-05-16 03:00:40, 64.0
2023-05-16 03:00:51, 64.0
2023-05-16 03:01:01, 64.0
2023-05-16 03:01:12, 64.0
2023-05-16 03:01:22, 64.0
2023-05-16 03:01:33, 64.0
2023-05-16 03:01:46, 64.0
2023-05-16 03:01:57, 64.0
2023-05-16 03:02:08, 64.0
2023-05-16 03:02:19, 64.0
2023-05-16 03:02:29, 64.0
2023-05-16 03:02:40, 64.0
2023-05-16 03:02:51, 64.0
2023-05-16 03:03:01, 64.0
2023-05-16 03:03:12, 64.0
2023-05-16 03:08:00, 64.0
2023-05-16 03:12:23, 64.0
2023-05-16 03:12:35, 64.0
2023-05-16 03:12:47, 64.0
2023-05-16 03:12:59, 63.0
2023-05-16 03:13:10, 63.0
2023-05-16 03:13:22, 63.0
2023-05-16 03:13:34, 63.0
2023-05-16 03:13:46, 63.0
2023-05-16 03:13:58, 63.0
2023-05-16 03:14:10, 63.0
2023-05-16 03:14:44, 63
2023-05-16 03:14:55, 63
2023-05-16 03:15:07, 63
2023-05-16 03:15:19, 63
2023-05-16 03:15:31, 63
2023-05-16 03:15:43, 64
2023-05-16 03:15:55, 64
2023-05-16 03:16:07, 64
2023-05-16 03:16:18, 64
2023-05-16 03:16:30, 64
2023-05-16 03:16:41, 64
2023-05-16 03:16:53, 64
2023-05-16 03:17:05, 64
2023-05-16 03:17:16, 64
2023-05-16 03:17:28, 64
2023-05-16 03:19:27, 64
2023-05-16 03:19:38, 64
2023-05-16 03:19:50, 64
2023-05-16 03:20:02, 63
2023-05-16 03:20:13, 63
2023-05-16 03:20:25, 63
2023-05-16 03:20:37, 63
2023-05-16 03:20:48, 63
2023-05-16 03:20:59, 64
2023-05-16 03:21:09, 64
2023-05-16 03:21:21, 64
2023-05-16 03:21:32, 64
2023-05-16 03:21:44, 64
2023-05-16 03:21:59, 64
2023-05-16 03:22:11, 64
2023-05-16 03:22:22, 64
2023-05-16 03:22:34, 64
2023-05-16 03:22:46, 64
2023-05-16 03:22:58, 64
2023-05-16 03:23:10, 64
2023-05-16 03:23:21, 64
2023-05-16 03:23:33, 64
2023-05-16 03:23:45, 64
2023-05-16 03:23:57, 64
2023-05-16 03:24:08, 64
2023-05-16 03:24:20, 64
2023-05-16 03:24:32, 64
2023-05-16 03:24:44, 64
2023-05-16 03:24:55, 64
2023-05-16 03:25:06, 64
2023-05-16 03:25:16, 64
2023-05-16 03:25:28, 64
2023-05-16 03:25:40, 63
2023-05-16 03:25:52, 63
2023-05-16 03:26:03, 63
2023-05-16 03:26:15, 63
2023-05-16 03:26:27, 63
2023-05-16 03:26:39, 63
2023-05-16 03:26:50, 63
2023-05-16 03:27:02, 63
2023-05-16 03:27:14, 63
2023-05-16 03:27:25, 63
2023-05-16 03:27:37, 63
2023-05-16 03:27:49, 63
2023-05-16 03:28:01, 63
2023-05-16 03:28:13, 63
2023-05-16 03:28:25, 63
2023-05-16 03:28:36, 63
2023-05-16 03:28:48, 63
2023-05-16 03:29:00, 63
2023-05-16 03:29:12, 64
2023-05-16 03:29:23, 64
2023-05-16 03:29:36, 64
2023-05-16 03:29:49, 64
2023-05-16 03:30:01, 64
2023-05-16 03:30:14, 64
2023-05-16 03:30:27, 64
2023-05-16 03:30:39, 64
2023-05-16 03:30:51, 64
2023-05-16 03:31:02, 64
2023-05-16 03:31:15, 64
2023-05-16 03:31:27, 64
2023-05-16 03:31:38, 64
2023-05-16 03:31:50, 64
2023-05-16 03:32:03, 64
2023-05-16 03:32:15, 64
2023-05-16 03:32:27, 64
2023-05-16 03:32:38, 64
2023-05-16 03:32:50, 64
2023-05-16 03:33:02, 64
2023-05-16 03:33:13, 64
2023-05-16 03:33:25, 64
2023-05-16 03:33:37, 64
2023-05-16 03:33:48, 64
2023-05-16 03:34:00, 64
2023-05-16 03:34:12, 64
2023-05-16 03:34:24, 64
2023-05-16 03:34:35, 64
2023-05-16 03:34:47, 64
2023-05-16 03:34:59, 64
2023-05-16 03:35:10, 64
2023-05-16 03:35:22, 64
2023-05-16 03:35:34, 64
2023-05-16 03:35:46, 64
2023-05-16 03:35:58, 64
2023-05-16 03:36:10, 64
2023-05-16 03:36:22, 64
2023-05-16 03:36:33, 64
2023-05-16 03:36:45, 64
2023-05-16 03:36:57, 64
2023-05-16 03:37:09, 68
2023-05-16 03:37:21, 69
2023-05-16 03:37:33, 69
2023-05-16 03:37:45, 69
2023-05-16 03:37:57, 68
2023-05-16 03:38:08, 64
2023-05-16 03:38:20, 62
2023-05-16 03:38:31, 62
2023-05-16 03:38:41, 62
2023-05-16 03:38:52, 62
2023-05-16 03:39:03, 62
2023-05-16 03:39:15, 62
2023-05-16 03:39:27, 62
